Nombre de salariés déclarés,Masse salariale déclarée,Nombre d'affiliés déclarant,Nombre des assurés actifs,Nombre des assurés Pensionnés
"3,31 Millions salariés déclarés",150 Milliards Dhs,270 Mille entreprises déclarantes,2983708,588461
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
